Invoice ID,Branch,Yangon,Naypyitaw,Mandalay,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating
549-03-9315,B,0,0,1,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2/12/2019,12:58,Ewallet,8.7
790-29-1172,B,0,0,1,Normal,Female,Food and beverages,57.34,3,8.601,180.621,3/10/2019,18:59,Credit card,7.9
239-36-3640,B,0,0,1,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2019,13:44,Ewallet,6.1
468-01-2051,B,0,0,1,Normal,Male,Food and beverages,62.08,7,21.728,456.288,3/6/2019,13:46,Ewallet,5.4
389-25-3394,C,0,1,0,Normal,Male,Electronic accessories,11.81,5,29.525,620.025,2/17/2019,18:06,Cash,9.4
279-62-1445,C,0,1,0,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2/21/2019,12:38,Cash,8.2
213-72-6612,A,1,0,0,Normal,Male,Food and beverages,43.25,2,4.325,90.825,3/20/2019,15:56,Cash,6.2
746-68-6593,C,0,1,0,Member,Female,Sports and travel,87.16,2,8.716,183.036,1/11/2019,14:29,Credit card,9.7
836-82-5858,B,0,0,1,Member,Male,Health and beauty,69.37,9,312.165,6.555.465,1/26/2019,19:14,Ewallet,4
583-72-1480,C,0,1,0,Member,Male,Electronic accessories,37.06,4,7.412,155.652,1/31/2019,16:24,Ewallet,9.7
466-61-5506,B,0,0,1,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52,Cash,5.3
721-86-6247,A,1,0,0,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,3/11/2019,12:55,Ewallet,7.4
289-65-5721,B,0,0,1,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,19:28,Cash,6.5
545-46-3100,B,0,0,1,Member,Female,Electronic accessories,10.59,3,15.885,333.585,3/12/2019,13:52,Credit card,8.7
418-02-5978,B,0,0,1,Normal,Female,Health and beauty,84.09,9,378.405,7.946.505,2/11/2019,10:54,Cash,8
269-04-5750,B,0,0,1,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2/21/2019,18:31,Cash,6.7
157-13-5295,A,1,0,0,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,18:24,Ewallet,6.5
645-78-8093,A,1,0,0,Normal,Female,Sports and travel,93.14,2,9.314,195.594,1/20/2019,18:09,Ewallet,4.1
211-30-9270,C,0,1,0,Normal,Male,Health and beauty,17.41,5,43.525,914.025,1/28/2019,15:16,Credit card,4.9
755-12-3214,C,0,1,0,Member,Female,Fashion accessories,44.22,5,11.055,232.155,3/5/2019,17:07,Credit card,8.6
346-84-3103,B,0,0,1,Memberr,Female,Electronic accessories,13.22,5,3.305,69.405,3/2/2019,19:26,Cash,4.3
478-06-7835,A,1,0,0,Normal,Male,Fashion accessories,89.69,1,44.845,941.745,1/11/2019,11:20,Ewallet,4.9
540-11-4336,A,1,0,0,Normal,Male,Food and beverages,24.94,9,11.223,235.683,1/11/2019,16:49,Credit card,5.6
448-81-5016,A,1,0,0,Normal,Male,Health and beauty,59.77,2,5.977,125.517,3/11/2019,12:01,Credit card,5.8
142-72-4741,C,0,1,0,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,6
217-58-1179,A,1,0,0,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,11:25,Cash,4.2
376-02-8238,B,0,0,1,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2/2/2019,18:42,Credit card,8.3
530-90-9855,A,1,0,0,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,1/1/2019,14:47,Cash,5.7
866-05-7563,B,0,0,1,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2/9/2019,19:43,Cash,4.8
604-70-6476,A,1,0,0,Member,Male,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,14:04,Ewallet,6.8
799-71-1548,A,1,0,0,Member,Male,Electronic accessories,77.72,4,15.544,326.424,1/7/2019,16:11,Credit card,8.8
785-13-7708,B,0,0,1,Normal,Male,Food and beverages,73.06,7,25.571,536.991,1/14/2019,19:06,Credit card,4.2
845-51-0542,B,0,0,1,Member,Male,Food and beverages,46.55,9,209.475,4.398.975,2/2/2019,15:34,Ewallet,6.4
662-47-5456,C,0,1,0,Member,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,19:06,Credit card,8.4
883-17-4236,C,0,1,0,Normal,Female,Sports and travel,14.39,2,1.439,30.219,3/2/2019,19:44,Credit card,7.2
290-68-2984,A,1,0,0,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,5.2
704-11-6354,A,1,0,0,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,1/6/2019,11:23,Cash,8.9
110-48-7033,B,0,0,1,Member,Male,Fashion accessories,32.62,4,6.524,137.004,1/29/2019,14:12,Cash,9
366-93-0948,A,1,0,0,Member,Male,Electronic accessories,66.35,1,33.175,696.675,1/31/2019,10:46,Credit card,9.7
729-09-9681,A,1,0,0,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2/5/2019,10:16,Ewallet,8.7
151-16-1484,A,1,0,0,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,6.5
380-94-4661,C,0,1,0,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2/7/2019,13:05,Credit card,6.9
850-41-9669,A,1,0,0,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/2019,13:25,Ewallet,6.2
821-07-3596,C,0,1,0,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,14:53,Ewallet,5.6
655-85-5130,B,0,0,1,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,5.7
447-15-7839,A,1,0,0,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/2019,11:00,Cash,4.2
154-74-7179,B,0,0,1,Normal,Male,Sports and travel,54.45,1,27.225,571.725,2/26/2019,19:24,Ewallet,7.9
253-12-6086,A,1,0,0,Member,Female,Sports and travel,98.4,7,34.44,723.24,3/12/2019,12:43,Credit card,8.7
808-65-0703,C,0,1,0,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,17:22,Credit card,6.9
571-94-0759,B,0,0,1,Member,Female,Food and beverages,74.6,10,37.3,783.3,1/8/2019,20:55,Cash,9.5
144-51-6085,A,1,0,0,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,1/5/2019,16:05,Credit card,4.4
731-14-2199,A,1,0,0,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,13:34,Ewallet,7
783-09-1637,B,0,0,1,Normal,Female,Sports and travel,67.43,5,168.575,3.540.075,3/6/2019,18:13,Ewallet,6.3
687-15-1097,C,0,1,0,Member,Female,Health and beauty,21.12,2,2.112,44.352,1/3/2019,19:17,Cash,9.7
126-54-1082,A,1,0,0,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,1/7/2019,11:44,Credit card,8.8
633-91-1052,A,1,0,0,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,1/27/2019,15:51,Cash,5.1
477-24-6490,B,0,0,1,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2/26/2019,16:52,Ewallet,7.9
566-19-5475,B,0,0,1,Normal,Male,Fashion accessories,47.97,7,167.895,3.525.795,1/7/2019,20:52,Cash,6.2
526-86-8552,C,0,1,0,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,17:36,Cash,7.1
376-56-3573,C,0,1,0,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2/2/2019,13:23,Ewallet,6.4
537-72-0426,C,0,1,0,Member,Male,Fashion accessories,70.99,10,35.495,745.395,3/20/2019,16:28,Cash,5.7
828-61-5674,A,1,0,0,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,19:57,Credit card,9.6
136-08-6195,A,1,0,0,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2/15/2019,17:01,Credit card,6.4
523-38-0215,C,0,1,0,Normal,Male,Home and lifestyle,37,1,1.85,38.85,3/6/2019,13:29,Credit card,7.9
490-29-1201,A,1,0,0,Normal,Female,Sports and travel,15.34,1,0.767,16.107,1/6/2019,11:09,Cash,6.5
667-92-0055,A,1,0,0,Member,Male,Health and beauty,99.83,6,29.949,628.929,3/4/2019,15:02,Ewallet,8.5
565-17-3836,A,1,0,0,Member,Female,Health and beauty,47.67,4,9.534,200.214,3/12/2019,14:21,Cash,9.1
498-41-1961,B,0,0,1,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,7.6
593-95-4461,C,0,1,0,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,3/24/2019,14:49,Cash,6.9
226-71-3580,C,0,1,0,Normal,Female,Sports and travel,23.75,9,106.875,2.244.375,1/31/2019,12:02,Cash,9.5
283-79-9594,B,0,0,1,Normal,Female,Food and beverages,48.51,7,169.785,3.565.485,1/25/2019,13:30,Credit card,5.2
430-60-3493,A,1,0,0,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2/3/2019,14:38,Cash,4.2
139-20-0155,B,0,0,1,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,17:37,Credit card,7
558-80-4082,C,0,1,0,Normal,Male,Electronic accessories,27.85,7,97.475,2.046.975,3/14/2019,17:20,Ewallet,6
278-97-7759,A,1,0,0,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2/18/2019,20:29,Cash,4.7
316-68-6352,A,1,0,0,Member,Female,Food and beverages,36.36,2,3.636,76.356,1/21/2019,10:00,Cash,7.1
585-03-5943,B,0,0,1,Normal,Male,Health and beauty,18.11,10,9.055,190.155,3/13/2019,11:46,Ewallet,5.9
211-05-0490,C,0,1,0,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,13:42,Cash,7.5
727-75-6477,C,0,1,0,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,3/29/2019,14:44,Cash,6.4
744-02-5987,A,1,0,0,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,1/10/2019,14:16,Ewallet,5.8
307-83-9164,A,1,0,0,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,15:54,Cash,4.5
779-06-0012,C,0,1,0,Member,Female,Home and lifestyle,88.61,1,44.305,930.405,1/19/2019,10:21,Cash,7.7
446-47-6729,C,0,1,0,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,1/2/2019,18:09,Credit card,6.7
573-10-3877,B,0,0,1,Member,Male,Health and beauty,39.01,1,19.505,409.605,3/12/2019,16:46,Credit card,4.7
735-06-4124,C,0,1,0,Normal,Male,Food and beverages,48.61,1,24.305,510.405,2/25/2019,15:31,Cash,4.4
439-54-7422,A,1,0,0,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,3/18/2019,17:15,Credit card,4.7
396-90-2219,B,0,0,1,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29,Cash,8.6
411-77-0180,A,1,0,0,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14,Ewallet,4.3
286-01-5402,A,1,0,0,Normal,Female,Sports and travel,40.23,7,140.805,2.956.905,3/30/2019,13:22,Cash,9.6
803-17-8013,A,1,0,0,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2/17/2019,17:09,Cash,4.1
512-98-1403,A,1,0,0,Member,Female,Electronic accessories,26.48,3,3.972,83.412,3/21/2019,10:40,Ewallet,4.7
848-42-2560,A,1,0,0,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,3/5/2019,17:43,Cash,7.8
532-59-7201,B,0,0,1,Member,Male,Sports and travel,79.93,6,23.979,503.559,1/31/2019,14:04,Cash,5.5
181-94-6432,C,0,1,0,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2/5/2019,19:05,Ewallet,9.7
870-76-1733,A,1,0,0,Member,Female,Food and beverages,14.23,5,35.575,747.075,2/1/2019,10:08,Credit card,4.4
423-64-4619,A,1,0,0,Member,Female,Health and beauty,15.55,9,69.975,1.469.475,3/7/2019,13:12,Cash,5
227-07-4446,C,0,1,0,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2/10/2019,20:51,Cash,4.4
174-36-3675,C,0,1,0,Member,Male,Food and beverages,99.37,2,9.937,208.677,2/14/2019,17:29,Cash,5.2
428-83-5800,C,0,1,0,Member,Female,Food and beverages,21.08,3,3.162,66.402,2/9/2019,10:25,Cash,7.3
603-07-0961,C,0,1,0,Member,Male,Electronic accessories,74.79,5,186.975,3.926.475,1/10/2019,11:34,Cash,4.9
704-20-4138,C,0,1,0,Member,Female,Health and beauty,29.67,7,103.845,2.180.745,3/11/2019,18:58,Credit card,8.1
787-15-1757,C,0,1,0,Member,Male,Health and beauty,44.07,4,8.814,185.094,2/18/2019,16:28,Ewallet,8.4
649-11-3678,C,0,1,0,Normal,Female,Food and beverages,22.93,9,103.185,2.166.885,2/26/2019,20:26,Cash,5.5
622-20-1945,C,0,1,0,Normal,Female,Health and beauty,39.42,1,1.971,41.391,1/18/2019,15:08,Cash,8.4
372-94-8041,A,1,0,0,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2/15/2019,18:03,Ewallet,9.8
563-91-7120,A,1,0,0,Normal,Female,Fashion accessories,61.77,5,154.425,3.242.925,3/8/2019,13:21,Cash,6.7
746-54-5508,A,1,0,0,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,1/17/2019,12:48,Credit card,9.4
276-54-0879,B,0,0,1,Normal,Male,Sports and travel,97.74,4,19.548,410.508,3/12/2019,19:53,Ewallet,6.4
815-11-1168,A,1,0,0,Member,Male,Food and beverages,99.78,5,24.945,523.845,3/9/2019,19:09,Cash,5.4
719-76-3868,C,0,1,0,Member,Male,Food and beverages,94.26,4,18.852,395.892,3/12/2019,16:30,Cash,8.6
730-61-8757,B,0,0,1,Member,Male,Health and beauty,51.13,4,10.226,214.746,1/25/2019,10:11,Credit card,4
340-66-0321,A,1,0,0,Member,Male,Electronic accessories,36.36,4,7.272,152.712,3/25/2019,13:07,Cash,7.6
868-81-1752,B,0,0,1,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2/7/2019,18:48,Cash,6.8
634-97-8956,A,1,0,0,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2/17/2019,17:27,Credit card,9.1
566-71-1091,A,1,0,0,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2/3/2019,15:59,Cash,5.5
442-48-3607,A,1,0,0,Member,Male,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21,Credit card,7.9
835-16-0096,C,0,1,0,Member,Male,Sports and travel,14.7,5,3.675,77.175,3/24/2019,13:48,Ewallet,8.5
527-09-6272,A,1,0,0,Member,Female,Electronic accessories,28.45,5,71.125,1.493.625,3/21/2019,10:17,Credit card,9.1
898-04-2717,A,1,0,0,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,15:49,Ewallet,7.5
692-27-8933,B,0,0,1,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2/24/2019,13:02,Cash,5.2
633-09-3463,C,0,1,0,Normal,Female,Electronic accessories,47.65,3,71.475,1.500.975,3/28/2019,12:58,Credit card,9.5
374-17-3652,B,0,0,1,Member,Female,Food and beverages,42.82,9,19.269,404.649,2/5/2019,15:26,Credit card,8.9
378-07-7001,B,0,0,1,Member,Male,Electronic accessories,48.09,3,72.135,1.514.835,2/10/2019,18:23,Credit card,7.8
433-75-6987,B,0,0,1,Member,Female,Health and beauty,55.97,7,195.895,4.113.795,3/5/2019,19:06,Ewallet,8.9
873-95-4984,B,0,0,1,Member,Female,Health and beauty,76.9,7,26.915,565.215,2/15/2019,20:21,Cash,7.7
416-13-5917,C,0,1,0,Normal,Female,Food and beverages,97.03,5,242.575,5.094.075,1/30/2019,16:24,Ewallet,9.3
150-89-8043,A,1,0,0,Normal,Male,Sports and travel,44.65,3,66.975,1.406.475,2/14/2019,15:04,Cash,6.2
135-84-8019,A,1,0,0,Normal,Female,Fashion accessories,77.93,9,350.685,7.364.385,2/27/2019,16:10,Ewallet,7.6
441-94-7118,A,1,0,0,Member,Male,Electronic accessories,71.95,1,35.975,755.475,2/4/2019,12:14,Cash,7.3
725-96-3778,C,0,1,0,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,10:13,Cash,4.7
531-80-1784,A,1,0,0,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,3/28/2019,17:38,Cash,5.1
400-45-1220,B,0,0,1,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06,Credit card,4.8
860-79-0874,C,0,1,0,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,14:53,Credit card,6.6
834-61-8124,A,1,0,0,Normal,Male,Electronic accessories,51.69,7,180.915,3.799.215,1/26/2019,18:22,Cash,5.5
115-99-4379,B,0,0,1,Member,Female,Fashion accessories,54.73,7,191.555,4.022.655,3/14/2019,19:02,Credit card,8.5
565-67-6697,B,0,0,1,Member,Male,Home and lifestyle,27,9,12.15,255.15,3/2/2019,14:16,Cash,4.8
320-49-6392,C,0,1,0,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,3/4/2019,15:44,Cash,8.4
889-04-9723,B,0,0,1,Member,Female,Food and beverages,89.14,4,17.828,374.388,1/7/2019,12:20,Credit card,7.8
632-90-0281,C,0,1,0,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,3/8/2019,20:01,Credit card,9.3
554-42-2417,C,0,1,0,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,1/9/2019,13:45,Cash,5.2
453-63-6187,B,0,0,1,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,3/1/2019,15:40,Ewallet,6.5
578-80-7669,B,0,0,1,Normal,Male,Sports and travel,74.97,1,37.485,787.185,3/16/2019,16:58,Cash,5.6
612-36-5536,A,1,0,0,Member,Male,Food and beverages,80.96,8,32.384,680.064,2/17/2019,11:12,Credit card,7.4
605-72-4132,C,0,1,0,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2/27/2019,15:12,Cash,9.1
471-41-2823,C,0,1,0,Normal,Male,Food and beverages,99.79,2,9.979,209.559,3/7/2019,20:37,Ewallet,8
462-67-9126,A,1,0,0,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,1/21/2019,17:44,Cash,7.2
272-27-9238,C,0,1,0,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2/19/2019,16:23,Cash,7.1
834-25-9262,C,0,1,0,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,1/6/2019,12:12,Cash,9.1
122-61-9553,C,0,1,0,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,3/14/2019,19:33,Cash,5.6
468-88-0009,A,1,0,0,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,3/24/2019,10:29,Cash,6
613-59-9758,C,0,1,0,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,14:28,Cash,5.4
254-31-0042,A,1,0,0,Member,Male,Electronic accessories,21.5,9,9.675,203.175,3/6/2019,12:46,Credit card,7.8
201-86-2184,B,0,0,1,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2/2/2019,19:40,Cash,9.9
261-12-8671,B,0,0,1,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,1/25/2019,19:39,Credit card,4.9
730-70-9830,C,0,1,0,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,3/14/2019,17:54,Ewallet,5.2
382-25-8917,C,0,1,0,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,1/29/2019,12:25,Cash,8.9
422-29-8786,A,1,0,0,Normal,Female,Home and lifestyle,67.09,5,167.725,3.522.225,1/3/2019,16:47,Credit card,9.1
667-23-5919,A,1,0,0,Member,Female,Fashion accessories,96.7,5,24.175,507.675,1/14/2019,12:52,Ewallet,7
843-01-4703,B,0,0,1,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,1/5/2019,19:50,Credit card,9.6
743-88-1662,C,0,1,0,Normal,Male,Sports and travel,95.49,7,334.215,7.018.515,2/22/2019,18:17,Ewallet,8.7
595-86-2894,C,0,1,0,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2/6/2019,17:20,Ewallet,9.4
182-69-8360,B,0,0,1,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,13:32,Credit card,4
289-15-7034,A,1,0,0,Member,Male,Sports and travel,82.33,4,16.466,345.786,1/11/2019,10:37,Credit card,7.5
462-78-5240,C,0,1,0,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,3/19/2019,14:35,Cash,4.2
868-52-7573,B,0,0,1,Normal,Female,Food and beverages,99.69,5,249.225,5.233.725,1/14/2019,12:09,Cash,9.9
153-58-4872,C,0,1,0,Member,Female,Food and beverages,74.89,4,14.978,314.538,3/1/2019,15:32,Ewallet,4.2
662-72-2873,A,1,0,0,Normal,Female,Food and beverages,40.94,5,10.235,214.935,1/6/2019,13:58,Ewallet,9.9
525-88-7307,B,0,0,1,Member,Male,Sports and travel,75.82,1,3.791,79.611,1/31/2019,13:19,Cash,5.8
689-16-9784,C,0,1,0,Normal,Male,Food and beverages,46.77,6,14.031,294.651,3/11/2019,13:37,Cash,6
725-56-0833,A,1,0,0,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,16:49,Credit card,10
394-41-0748,C,0,1,0,Member,Female,Fashion accessories,54.07,9,243.315,5.109.615,1/27/2019,14:55,Ewallet,9.5
596-42-3999,B,0,0,1,Normal,Male,Food and beverages,18.22,7,6.377,133.917,3/10/2019,14:04,Credit card,6.6
541-89-9860,C,0,1,0,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2/15/2019,12:31,Cash,8.1
173-82-9529,B,0,0,1,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,1/26/2019,14:51,Cash,9.7
563-36-9814,A,1,0,0,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2/13/2019,18:27,Ewallet,7.2
308-47-4913,A,1,0,0,Member,Female,Sports and travel,52.26,10,26.13,548.73,3/9/2019,12:45,Credit card,6.2
885-17-6250,A,1,0,0,Normal,Female,Health and beauty,79.74,1,3.987,83.727,3/6/2019,10:36,Ewallet,7.3
726-27-2396,A,1,0,0,Normal,Female,Health and beauty,77.5,5,19.375,406.875,1/24/2019,20:36,Ewallet,4.3
316-01-3952,A,1,0,0,Normal,Female,Food and beverages,54.27,5,135.675,2.849.175,3/13/2019,14:16,Ewallet,4.6
760-54-1821,B,0,0,1,Normal,Male,Home and lifestyle,13.59,9,61.155,1.284.255,3/15/2019,10:26,Cash,5.8
793-10-3222,B,0,0,1,Member,Female,Health and beauty,41.06,6,12.318,258.678,3/5/2019,13:30,Credit card,8.3
346-12-3257,B,0,0,1,Member,Male,Electronic accessories,19.24,9,8.658,181.818,3/4/2019,16:28,Cash,8
110-05-6330,C,0,1,0,Normal,Female,Food and beverages,39.43,6,11.829,248.409,3/25/2019,20:18,Credit card,9.4
651-61-0874,C,0,1,0,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,3/12/2019,20:04,Credit card,6.2
236-86-3015,C,0,1,0,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2/4/2019,13:38,Ewallet,9.8
831-64-0259,B,0,0,1,Normal,Female,Fashion accessories,39.75,5,99.375,2.086.875,2/22/2019,10:43,Ewallet,9.6
587-03-7455,C,0,1,0,Member,Female,Fashion accessories,97.79,7,342.265,7.187.565,2/16/2019,17:30,Ewallet,4.9
882-40-4577,A,1,0,0,Member,Male,Sports and travel,67.26,4,13.452,282.492,1/19/2019,15:28,Credit card,8
732-67-5346,A,1,0,0,Normal,Male,Food and beverages,13.79,5,34.475,723.975,1/11/2019,19:07,Credit card,7.8
725-32-9708,B,0,0,1,Member,Female,Fashion accessories,68.71,4,13.742,288.582,1/4/2019,19:01,Cash,4.1
256-08-8343,A,1,0,0,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,3/4/2019,19:48,Ewallet,5.5
372-26-1506,C,0,1,0,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,1/28/2019,19:24,Ewallet,5.4
244-08-0162,B,0,0,1,Normal,Female,Health and beauty,34.21,10,17.105,359.205,1/2/2019,13:00,Cash,5.1
569-71-4390,B,0,0,1,Normal,Male,Sports and travel,21.87,2,2.187,45.927,1/25/2019,14:29,Ewallet,6.9
132-23-6451,A,1,0,0,Member,Male,Health and beauty,20.97,5,52.425,1.100.925,1/4/2019,13:21,Cash,7.8
696-90-2548,A,1,0,0,Normal,Male,Sports and travel,25.84,3,3.876,81.396,3/10/2019,18:55,Ewallet,6.6
472-15-9636,A,1,0,0,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,3/22/2019,19:36,Ewallet,9.2
268-03-6164,B,0,0,1,Normal,Male,Health and beauty,96.11,1,48.055,1.009.155,1/25/2019,16:28,Ewallet,7.8
750-57-9686,C,0,1,0,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,1/8/2019,13:48,Credit card,8.7
186-09-3669,C,0,1,0,Member,Female,Health and beauty,81.51,1,40.755,855.855,1/22/2019,10:57,Ewallet,9.2
848-07-1692,B,0,0,1,Normal,Female,Health and beauty,57.22,2,5.722,120.162,1/12/2019,17:13,Ewallet,8.3
745-71-3520,A,1,0,0,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2/4/2019,10:23,Cash,8.2
266-76-6436,C,0,1,0,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,13:57,Ewallet,7.5
740-22-2500,C,0,1,0,Normal,Female,Electronic accessories,84.05,3,126.075,2.647.575,1/23/2019,13:29,Cash,9.8
271-88-8734,C,0,1,0,Member,Female,Fashion accessories,97.21,10,48.605,1.020.705,2/8/2019,13:00,Credit card,8.7
301-81-8610,B,0,0,1,Member,Male,Fashion accessories,25.42,8,10.168,213.528,3/19/2019,19:42,Credit card,6.7
489-64-4354,C,0,1,0,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,3/9/2019,15:36,Cash,5
198-84-7132,B,0,0,1,Member,Male,Fashion accessories,40.61,9,182.745,3.837.645,1/2/2019,13:40,Cash,7
269-10-8440,A,1,0,0,Member,Male,Health and beauty,53.17,7,186.095,3.907.995,1/21/2019,18:01,Cash,8.9
650-98-6268,B,0,0,1,Member,Female,Food and beverages,20.87,3,31.305,657.405,3/20/2019,13:53,Credit card,8
741-73-3559,B,0,0,1,Normal,Male,Sports and travel,67.27,5,168.175,3.531.675,2/27/2019,17:27,Cash,6.9
325-77-6186,A,1,0,0,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,3/8/2019,10:53,Ewallet,7.3
286-75-7818,B,0,0,1,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,1/31/2019,19:48,Credit card,6.9
574-57-9721,C,0,1,0,Normal,Male,Food and beverages,43.27,2,4.327,90.867,3/8/2019,16:53,Ewallet,5.7
459-50-7686,A,1,0,0,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,1/13/2019,19:14,Ewallet,6.4
616-87-0016,B,0,0,1,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,3/9/2019,14:36,Credit card,9.6
837-55-7229,B,0,0,1,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2/22/2019,18:19,Credit card,6.8
751-69-0068,C,0,1,0,Normal,Male,Sports and travel,99.24,9,44.658,937.818,3/19/2019,19:09,Ewallet,9
257-73-1380,C,0,1,0,Member,Male,Sports and travel,82.93,4,16.586,348.306,1/20/2019,16:51,Ewallet,9.6
345-08-4992,A,1,0,0,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,3/8/2019,15:37,Credit card,7.7
