Invoice ID,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City
811-03-8790,Normal,Female,Electronic accessories,45.48,10,22.74,477.53999999999996,3/1/2019,10:22,Credit card,4.8,Yangon
274-05-5470,Member,Female,Food and beverages,73.47,4,14.694,308.574,2/23/2019,18:30,Cash,6.0,Yangon
130-67-4723,Member,Male,Food and beverages,48.5,6,14.55,305.55,1/11/2019,13:57,Ewallet,9.4,Yangon
105-10-6182,Member,Male,Fashion accessories,21.48,2,2.148,45.108000000000004,2/27/2019,12:22,Ewallet,6.6,Yangon
648-83-1321,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,1/16/2019,17:59,Cash,4.3,Yangon
305-03-2383,Normal,Female,Food and beverages,67.1,3,10.065,211.36499999999998,2/15/2019,10:36,Cash,7.5,Yangon
689-05-1884,Member,Male,Health and beauty,48.63,10,24.315,510.615,3/4/2019,12:44,Cash,8.8,Yangon
800-09-8606,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,1/29/2019,19:45,Cash,6.6,Yangon
182-52-7000,Member,Female,Sports and travel,27.04,4,5.408,113.568,1/1/2019,20:26,Ewallet,6.9,Yangon
868-06-0466,Member,Male,Electronic accessories,69.58,9,31.311000000000003,657.5310000000001,2/19/2019,19:38,Credit card,7.8,Yangon
445-30-9252,Normal,Male,Sports and travel,25.7,3,3.855,80.955,1/17/2019,17:59,Ewallet,6.1,Yangon
786-94-2700,Member,Male,Food and beverages,80.62,6,24.186000000000003,507.906,2/28/2019,20:18,Cash,9.1,Yangon
258-92-7466,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2/6/2019,18:33,Credit card,6.6,Yangon
857-16-3520,Member,Female,Fashion accessories,71.46,7,25.011,525.231,3/28/2019,16:06,Ewallet,4.5,Yangon
482-17-1179,Member,Male,Electronic accessories,11.94,3,1.7910000000000001,37.611,1/19/2019,12:47,Credit card,8.1,Yangon
788-21-5741,Normal,Male,Fashion accessories,45.38,3,6.807000000000001,142.947,2/17/2019,13:34,Credit card,7.2,Yangon
247-11-2470,Member,Female,Fashion accessories,22.32,4,4.464,93.744,3/1/2019,16:23,Credit card,4.4,Yangon
635-28-5728,Normal,Male,Health and beauty,56.0,3,8.4,176.4,2/28/2019,19:33,Ewallet,4.8,Yangon
756-49-0168,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2/8/2019,11:39,Ewallet,9.5,Yangon
805-86-0265,Normal,Male,Home and lifestyle,93.96,9,42.282000000000004,887.922,3/20/2019,11:32,Cash,9.8,Yangon
373-14-0504,Member,Female,Sports and travel,71.63,2,7.163,150.423,2/12/2019,14:33,Ewallet,8.8,Yangon
546-80-2899,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,2/20/2019,15:29,Ewallet,9.5,Yangon
585-86-8361,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2/3/2019,10:31,Credit card,8.6,Yangon
807-14-7833,Member,Female,Electronic accessories,17.42,10,8.71,182.91000000000003,2/22/2019,12:30,Ewallet,7.0,Yangon
652-43-6591,Normal,Female,Fashion accessories,97.29,8,38.916000000000004,817.2360000000001,3/9/2019,13:18,Credit card,6.2,Yangon
406-46-7107,Normal,Female,Home and lifestyle,96.52,6,28.956000000000003,608.076,1/11/2019,11:52,Cash,4.5,Yangon
250-17-5703,Member,Male,Food and beverages,18.85,10,9.425,197.925,2/27/2019,18:24,Ewallet,5.6,Yangon
156-95-3964,Normal,Female,Food and beverages,55.39,4,11.078000000000001,232.638,3/25/2019,15:19,Ewallet,8.0,Yangon
410-67-1709,Member,Female,Fashion accessories,63.88,8,25.552000000000003,536.592,1/20/2019,17:48,Ewallet,9.9,Yangon
587-73-4862,Member,Female,Health and beauty,10.69,5,2.6725,56.122499999999995,3/26/2019,11:07,Ewallet,7.6,Yangon
787-87-2010,Member,Male,Health and beauty,55.5,4,11.100000000000001,233.1,1/20/2019,15:48,Credit card,6.6,Yangon
886-54-6089,Normal,Female,Home and lifestyle,11.43,6,3.4290000000000003,72.009,1/15/2019,17:24,Cash,7.7,Yangon
534-53-3526,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2/11/2019,16:06,Ewallet,7.8,Yangon
307-04-2070,Member,Female,Fashion accessories,30.62,1,1.5310000000000001,32.151,2/5/2019,14:14,Credit card,4.1,Yangon
404-91-5964,Normal,Male,Electronic accessories,74.58,7,26.102999999999998,548.1629999999999,2/4/2019,16:09,Credit card,9.0,Yangon
497-37-6538,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,1/17/2019,15:15,Ewallet,9.7,Yangon
651-96-5970,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,3/3/2019,20:06,Credit card,4.0,Yangon
263-12-5321,Member,Male,Electronic accessories,92.6,7,32.41,680.6099999999999,2/27/2019,12:52,Credit card,9.3,Yangon
702-72-0487,Normal,Female,Electronic accessories,46.61,2,4.6610000000000005,97.881,2/26/2019,12:28,Credit card,6.6,Yangon
864-24-7918,Member,Female,Sports and travel,24.49,10,12.245,257.145,2/22/2019,15:15,Cash,8.1,Yangon
759-29-9521,Member,Female,Fashion accessories,48.96,9,22.032,462.67199999999997,3/4/2019,11:27,Cash,8.0,Yangon
220-68-6701,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,3/17/2019,16:36,Cash,4.2,Yangon
618-34-8551,Normal,Female,Sports and travel,93.18,2,9.318000000000001,195.67800000000003,1/16/2019,18:41,Credit card,8.5,Yangon
257-60-7754,Normal,Female,Electronic accessories,50.23,4,10.046,210.96599999999998,1/8/2019,17:12,Cash,9.0,Yangon
380-60-5336,Normal,Female,Electronic accessories,40.26,10,20.13,422.72999999999996,2/24/2019,18:06,Credit card,5.0,Yangon
674-56-6360,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,3/22/2019,14:00,Cash,6.0,Yangon
778-34-2523,Member,Female,Electronic accessories,48.62,8,19.448,408.40799999999996,1/24/2019,10:57,Cash,5.0,Yangon
832-51-6761,Normal,Male,Food and beverages,33.88,8,13.552000000000001,284.59200000000004,1/19/2019,20:29,Ewallet,9.6,Yangon
186-43-8965,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,2/24/2019,10:10,Credit card,4.1,Yangon
276-75-6884,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,3/4/2019,10:05,Cash,8.7,Yangon
569-76-2760,Member,Female,Sports and travel,22.01,4,4.402,92.44200000000001,1/29/2019,18:15,Credit card,6.6,Yangon
760-53-9233,Member,Male,Fashion accessories,41.28,3,6.192,130.032,3/26/2019,18:37,Credit card,8.5,Yangon
416-17-9926,Member,Female,Electronic accessories,74.22,10,37.11000000000001,779.3100000000001,1/1/2019,14:42,Credit card,4.3,Yangon
237-44-6163,Normal,Male,Electronic accessories,10.56,8,4.224,88.70400000000001,1/24/2019,17:43,Cash,7.6,Yangon
528-14-9470,Member,Male,Health and beauty,91.3,1,4.565,95.865,2/14/2019,14:42,Ewallet,9.2,Yangon
807-34-3742,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,3/26/2019,19:44,Cash,5.8,Yangon
288-62-1085,Member,Male,Fashion accessories,38.54,5,9.635,202.33499999999998,1/9/2019,13:34,Ewallet,5.6,Yangon
497-36-0989,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2/15/2019,15:21,Cash,7.9,Yangon
860-73-6466,Member,Female,Sports and travel,39.47,2,3.947,82.887,3/2/2019,16:16,Credit card,5.0,Yangon
896-34-0956,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,1/26/2019,12:43,Cash,5.9,Yangon
804-38-3935,Member,Male,Electronic accessories,93.78,3,14.067000000000002,295.40700000000004,1/30/2019,11:32,Credit card,5.9,Yangon
585-90-0249,Member,Male,Electronic accessories,73.26,1,3.6630000000000003,76.923,1/27/2019,18:08,Ewallet,9.7,Yangon
125-45-2293,Normal,Female,Fashion accessories,99.1,6,29.729999999999997,624.3299999999999,1/19/2019,13:11,Cash,4.2,Yangon
843-73-4724,Normal,Male,Fashion accessories,74.1,1,3.705,77.80499999999999,1/25/2019,11:05,Cash,9.2,Yangon
409-33-9708,Normal,Female,Fashion accessories,98.48,2,9.848,206.80800000000002,2/19/2019,10:12,Ewallet,9.2,Yangon
160-22-2687,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,1/23/2019,14:21,Ewallet,8.8,Yangon
748-45-2862,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,3/7/2019,18:35,Cash,8.2,Yangon
316-66-3011,Member,Female,Food and beverages,47.63,9,21.433500000000002,450.1035,1/23/2019,12:35,Cash,5.0,Yangon
840-76-5966,Member,Male,Sports and travel,12.76,2,1.276,26.796,1/8/2019,18:06,Ewallet,7.8,Yangon
124-31-1458,Member,Female,Electronic accessories,79.59,3,11.938500000000001,250.70850000000002,1/8/2019,14:30,Cash,6.6,Yangon
852-82-2749,Normal,Male,Sports and travel,64.59,4,12.918000000000001,271.278,1/6/2019,13:35,Ewallet,9.3,Yangon
873-14-6353,Member,Male,Food and beverages,24.82,7,8.687000000000001,182.42700000000002,2/16/2019,10:33,Credit card,7.1,Yangon
166-19-2553,Member,Male,Sports and travel,89.06,6,26.718000000000004,561.078,1/18/2019,17:26,Cash,9.9,Yangon
737-88-5876,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,3/19/2019,11:52,Credit card,5.9,Yangon
448-61-3783,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,3/21/2019,16:08,Credit card,4.5,Yangon
291-55-6563,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,3/30/2019,12:45,Ewallet,7.5,Yangon
548-48-3156,Member,Female,Food and beverages,83.34,2,8.334000000000001,175.014,3/19/2019,13:37,Cash,7.6,Yangon
460-93-5834,Normal,Male,Sports and travel,45.58,7,15.953000000000001,335.013,1/13/2019,10:03,Cash,5.0,Yangon
325-89-4209,Member,Male,Food and beverages,87.9,1,4.3950000000000005,92.295,2/5/2019,19:42,Ewallet,6.7,Yangon
884-80-6021,Member,Female,Electronic accessories,73.47,10,36.73500000000001,771.4350000000001,3/23/2019,13:14,Ewallet,9.5,Yangon
880-46-5796,Member,Male,Sports and travel,76.92,10,38.46000000000001,807.6600000000001,3/17/2019,19:53,Ewallet,5.6,Yangon
146-09-5432,Member,Male,Food and beverages,35.04,9,15.768,331.12800000000004,2/9/2019,19:17,Ewallet,4.6,Yangon
595-94-9924,Member,Female,Health and beauty,27.73,5,6.932500000000001,145.5825,3/26/2019,20:21,Credit card,4.2,Yangon
865-41-9075,Normal,Male,Food and beverages,11.53,7,4.0355,84.74549999999999,1/28/2019,17:35,Cash,8.1,Yangon
186-71-5196,Member,Female,Food and beverages,79.54,2,7.954000000000001,167.03400000000002,3/27/2019,16:30,Ewallet,6.2,Yangon
453-33-6436,Normal,Female,Home and lifestyle,93.12,8,37.248000000000005,782.2080000000001,2/7/2019,10:09,Cash,6.8,Yangon
522-57-8364,Member,Male,Fashion accessories,51.34,8,20.536,431.25600000000003,1/31/2019,10:00,Ewallet,7.6,Yangon
459-45-2396,Member,Female,Food and beverages,99.6,3,14.939999999999998,313.73999999999995,2/25/2019,18:45,Cash,5.8,Yangon
749-81-8133,Normal,Female,Fashion accessories,94.67,4,18.934,397.61400000000003,3/11/2019,12:04,Cash,6.8,Yangon
397-25-8725,Member,Female,Health and beauty,39.62,9,17.829,374.409,1/13/2019,17:54,Credit card,6.8,Yangon
243-55-8457,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2/27/2019,11:40,Ewallet,5.1,Yangon
361-85-2571,Normal,Female,Sports and travel,89.48,5,22.370000000000005,469.77000000000004,3/30/2019,10:18,Cash,7.4,Yangon
131-70-8179,Member,Female,Health and beauty,92.09,3,13.8135,290.08349999999996,2/17/2019,16:27,Cash,4.2,Yangon
720-72-2436,Normal,Male,Food and beverages,66.52,4,13.304,279.38399999999996,3/2/2019,18:14,Ewallet,6.9,Yangon
809-69-9497,Normal,Female,Home and lifestyle,45.68,10,22.840000000000003,479.64,1/19/2019,19:30,Ewallet,5.7,Yangon
449-16-6770,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,2/19/2019,14:53,Credit card,5.3,Yangon
333-23-2632,Member,Male,Health and beauty,10.08,7,3.5280000000000005,74.08800000000001,3/28/2019,20:14,Cash,4.2,Yangon
489-82-1237,Normal,Female,Electronic accessories,93.88,7,32.858,690.0179999999999,1/5/2019,11:51,Credit card,7.3,Yangon
846-10-0341,Normal,Female,Fashion accessories,42.57,7,14.899500000000002,312.8895,1/6/2019,11:51,Cash,6.8,Yangon
384-59-6655,Member,Female,Food and beverages,98.66,9,44.397,932.337,2/19/2019,15:07,Cash,8.4,Yangon
324-92-3863,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2/5/2019,18:45,Cash,9.8,Yangon
593-08-5916,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,3/19/2019,15:23,Credit card,7.4,Yangon
558-60-5016,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,3/4/2019,15:27,Ewallet,7.2,Yangon
195-06-0432,Member,Male,Home and lifestyle,81.01,3,12.151500000000002,255.18150000000003,1/13/2019,12:55,Credit card,9.3,Yangon
605-03-2706,Normal,Female,Health and beauty,15.8,3,2.3700000000000006,49.77,3/25/2019,18:02,Cash,9.5,Yangon
531-56-4728,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,2/11/2019,15:29,Cash,5.4,Yangon
221-25-5073,Normal,Female,Food and beverages,74.66,4,14.932,313.572,3/4/2019,10:39,Cash,8.5,Yangon
809-46-1866,Normal,Male,Health and beauty,58.15,4,11.63,244.23,1/23/2019,17:44,Cash,8.4,Yangon
139-32-4183,Member,Female,Sports and travel,97.48,9,43.86600000000001,921.186,3/14/2019,14:19,Ewallet,7.4,Yangon
886-18-2897,Normal,Female,Food and beverages,56.56,5,14.14,296.94,3/22/2019,19:06,Credit card,4.5,Yangon
745-74-0715,Normal,Male,Electronic accessories,58.03,2,5.803000000000001,121.863,3/10/2019,20:46,Ewallet,8.8,Yangon
727-02-1313,Member,Male,Food and beverages,31.84,1,1.592,33.432,2/9/2019,13:22,Cash,7.7,Yangon
347-56-2442,Normal,Male,Home and lifestyle,65.82,1,3.291,69.11099999999999,2/22/2019,15:33,Cash,4.1,Yangon
849-09-3807,Member,Female,Fashion accessories,88.34,7,30.919,649.299,2/18/2019,13:28,Cash,6.6,Yangon
226-31-3081,Normal,Male,Electronic accessories,15.28,5,3.82,80.21999999999998,3/8/2019,10:29,Cash,9.6,Naypyitaw
699-14-3026,Normal,Male,Electronic accessories,85.39,7,29.8865,627.6165,3/25/2019,18:30,Ewallet,4.1,Naypyitaw
315-22-5665,Normal,Male,Home and lifestyle,73.56,10,36.78,772.38,2/24/2019,11:38,Ewallet,8.0,Naypyitaw
300-71-4605,Normal,Male,Electronic accessories,86.04,5,21.510000000000005,451.71000000000004,2/25/2019,11:24,Ewallet,4.8,Naypyitaw
183-56-6882,Normal,Male,Food and beverages,99.42,4,19.884,417.564,2/6/2019,10:42,Ewallet,7.5,Naypyitaw
232-16-2483,Normal,Male,Sports and travel,68.12,1,3.4060000000000006,71.52600000000001,1/7/2019,12:28,Ewallet,6.8,Naypyitaw
333-73-7901,Normal,Male,Health and beauty,54.92,8,21.968000000000004,461.32800000000003,3/23/2019,13:24,Ewallet,7.6,Naypyitaw
554-53-8700,Normal,Male,Home and lifestyle,56.11,2,5.611000000000001,117.831,2/2/2019,10:11,Cash,6.3,Naypyitaw
228-96-1411,Normal,Male,Food and beverages,98.7,8,39.480000000000004,829.08,3/4/2019,20:39,Cash,7.6,Naypyitaw
617-15-4209,Normal,Male,Health and beauty,15.37,2,1.537,32.277,3/16/2019,19:47,Cash,7.2,Naypyitaw
841-35-6630,Normal,Female,Electronic accessories,75.91,6,22.773,478.233,3/9/2019,18:21,Cash,8.7,Naypyitaw
732-94-0499,Normal,Female,Electronic accessories,41.65,10,20.825000000000003,437.325,1/13/2019,17:04,Credit card,5.4,Naypyitaw
263-10-3913,Member,Male,Fashion accessories,49.04,9,22.068,463.428,1/9/2019,14:20,Credit card,8.6,Naypyitaw
829-49-1914,Member,Female,Food and beverages,78.31,10,39.155,822.255,3/5/2019,16:24,Ewallet,6.6,Naypyitaw
756-01-7507,Normal,Female,Health and beauty,20.38,5,5.095,106.99499999999999,1/22/2019,18:56,Cash,6.0,Naypyitaw
870-72-4431,Normal,Female,Health and beauty,99.19,6,29.757,624.8969999999999,1/21/2019,14:42,Credit card,5.5,Naypyitaw
480-63-2856,Normal,Male,Food and beverages,19.25,8,7.7,161.7,1/23/2019,18:37,Ewallet,6.6,Naypyitaw
787-56-0757,Member,Female,Food and beverages,80.36,4,16.072,337.512,2/23/2019,18:45,Credit card,8.3,Naypyitaw
360-39-5055,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,3/9/2019,10:17,Cash,6.6,Naypyitaw
730-50-9884,Normal,Female,Sports and travel,83.06,7,29.071000000000005,610.4910000000001,3/5/2019,14:31,Ewallet,4.0,Naypyitaw
362-58-8315,Normal,Male,Fashion accessories,76.52,5,19.13,401.72999999999996,3/25/2019,10:23,Cash,9.9,Naypyitaw
565-80-5980,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,1/23/2019,10:25,Cash,7.1,Naypyitaw
225-32-0908,Normal,Female,Sports and travel,44.86,10,22.430000000000003,471.03000000000003,1/26/2019,19:54,Ewallet,8.2,Naypyitaw
512-91-0811,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,2/6/2019,20:05,Credit card,6.6,Naypyitaw
871-39-9221,Normal,Female,Electronic accessories,12.45,6,3.7349999999999994,78.43499999999999,2/9/2019,13:11,Cash,4.1,Naypyitaw
163-56-7055,Member,Male,Fashion accessories,48.71,1,2.4355,51.1455,3/26/2019,19:20,Cash,4.1,Naypyitaw
189-98-2939,Normal,Male,Fashion accessories,78.55,9,35.3475,742.2974999999999,3/1/2019,13:22,Cash,7.2,Naypyitaw
551-21-3069,Normal,Female,Electronic accessories,23.07,9,10.3815,218.01149999999998,2/1/2019,11:27,Cash,4.9,Naypyitaw
628-34-3388,Normal,Male,Fashion accessories,27.38,6,8.214,172.494,1/5/2019,20:54,Credit card,7.9,Naypyitaw
588-01-7461,Normal,Female,Food and beverages,33.98,9,15.291,321.111,3/24/2019,10:43,Cash,4.2,Naypyitaw
861-77-0145,Member,Male,Electronic accessories,81.97,10,40.98500000000001,860.6850000000001,3/3/2019,14:30,Cash,9.2,Naypyitaw
210-67-5886,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2/5/2019,10:41,Credit card,7.8,Naypyitaw
237-01-6122,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,2/1/2019,20:31,Credit card,9.5,Naypyitaw
225-98-1496,Normal,Female,Fashion accessories,27.02,3,4.053,85.113,3/2/2019,13:01,Credit card,7.1,Naypyitaw
659-36-1684,Member,Male,Sports and travel,57.12,7,19.992,419.832,1/12/2019,12:02,Credit card,6.5,Naypyitaw
336-78-2147,Member,Male,Home and lifestyle,63.91,8,25.564,536.8439999999999,3/13/2019,19:52,Credit card,4.6,Naypyitaw
189-08-9157,Normal,Female,Fashion accessories,31.73,9,14.278500000000001,299.8485,1/8/2019,16:17,Credit card,5.9,Naypyitaw
663-86-9076,Member,Female,Food and beverages,68.54,8,27.416000000000004,575.7360000000001,1/8/2019,15:57,Ewallet,8.5,Naypyitaw
483-71-1164,Normal,Female,Health and beauty,81.3,6,24.39,512.1899999999999,3/8/2019,16:43,Ewallet,5.3,Naypyitaw
597-78-7908,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,2/18/2019,19:39,Cash,6.2,Naypyitaw
731-81-9469,Member,Female,Sports and travel,89.8,10,44.900000000000006,942.9,1/23/2019,13:00,Credit card,5.4,Naypyitaw
280-17-4359,Member,Male,Health and beauty,90.5,10,45.25,950.25,1/25/2019,13:48,Cash,8.1,Naypyitaw
338-65-2210,Member,Female,Health and beauty,68.6,10,34.300000000000004,720.3,2/5/2019,19:57,Cash,9.1,Naypyitaw
488-25-4221,Member,Female,Food and beverages,30.41,1,1.5205000000000002,31.930500000000002,2/22/2019,10:36,Credit card,8.4,Naypyitaw
458-41-1477,Normal,Female,Health and beauty,46.26,6,13.878,291.438,3/8/2019,17:11,Credit card,9.5,Naypyitaw
568-90-5112,Normal,Male,Health and beauty,66.14,4,13.228000000000002,277.788,3/19/2019,12:46,Credit card,5.6,Naypyitaw
584-86-7256,Member,Male,Sports and travel,34.56,7,12.096000000000002,254.01600000000002,3/11/2019,16:07,Credit card,7.3,Naypyitaw
214-17-6927,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2/7/2019,18:23,Ewallet,9.9,Naypyitaw
400-89-4171,Normal,Female,Sports and travel,80.97,8,32.388,680.148,1/28/2019,13:05,Cash,9.3,Naypyitaw
894-41-5205,Normal,Female,Food and beverages,43.18,8,17.272000000000002,362.712,1/19/2019,19:39,Credit card,8.3,Naypyitaw
423-80-0988,Normal,Male,Sports and travel,76.4,2,7.640000000000001,160.44,1/30/2019,19:42,Ewallet,6.5,Naypyitaw
234-65-2137,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.5899999999999,1/16/2019,13:32,Cash,4.8,Naypyitaw
733-33-4967,Normal,Male,Electronic accessories,20.85,8,8.340000000000002,175.14000000000001,3/3/2019,19:17,Cash,6.3,Naypyitaw
139-52-2867,Normal,Female,Fashion accessories,22.51,7,7.878500000000002,165.44850000000002,2/13/2019,10:50,Credit card,4.8,Naypyitaw
342-65-4817,Member,Male,Health and beauty,86.8,3,13.02,273.41999999999996,1/28/2019,16:47,Ewallet,9.9,Naypyitaw
130-98-8941,Normal,Male,Fashion accessories,64.26,7,22.491000000000003,472.31100000000004,2/9/2019,10:00,Cash,5.7,Naypyitaw
434-83-9547,Member,Male,Food and beverages,38.47,8,15.388,323.14799999999997,1/23/2019,11:51,Cash,7.7,Naypyitaw
824-88-3614,Normal,Male,Health and beauty,34.31,8,13.724000000000002,288.204,1/25/2019,15:00,Ewallet,5.7,Naypyitaw
593-65-1552,Normal,Female,Home and lifestyle,69.81,4,13.962000000000002,293.202,1/28/2019,20:50,Credit card,5.9,Naypyitaw
286-43-6208,Normal,Female,Food and beverages,87.8,9,39.51,829.7099999999999,3/16/2019,19:08,Cash,9.2,Naypyitaw
556-86-3144,Member,Female,Fashion accessories,74.29,1,3.7145000000000006,78.00450000000001,1/13/2019,19:30,Cash,5.0,Naypyitaw
848-24-9445,Member,Male,Health and beauty,43.7,2,4.37,91.77000000000001,3/26/2019,18:03,Cash,4.9,Naypyitaw
699-01-4164,Normal,Male,Health and beauty,41.5,4,8.3,174.3,3/12/2019,19:58,Credit card,8.2,Naypyitaw
420-11-4919,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2/17/2019,19:57,Credit card,5.5,Naypyitaw
606-80-4905,Member,Female,Sports and travel,19.15,6,5.745,120.645,1/29/2019,10:01,Credit card,6.8,Naypyitaw
426-39-2418,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,1/14/2019,10:02,Cash,9.8,Naypyitaw
672-51-8681,Member,Female,Electronic accessories,66.65,9,29.992500000000003,629.8425,1/4/2019,18:19,Credit card,9.7,Naypyitaw
263-87-5680,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,3/18/2019,17:38,Ewallet,7.8,Naypyitaw
677-11-0152,Normal,Female,Food and beverages,93.26,9,41.967000000000006,881.307,1/16/2019,18:08,Cash,8.8,Naypyitaw
389-25-3394,Normal,Male,Electronic accessories,11.81,5,2.9525000000000006,62.002500000000005,2/17/2019,18:06,Cash,9.4,Naypyitaw
279-62-1445,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2/21/2019,12:38,Cash,8.2,Naypyitaw
746-68-6593,Member,Female,Sports and travel,87.16,2,8.716,183.036,1/11/2019,14:29,Credit card,9.7,Naypyitaw
583-72-1480,Member,Male,Electronic accessories,37.06,4,7.412000000000001,155.65200000000002,1/31/2019,16:24,Ewallet,9.7,Naypyitaw
211-30-9270,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,1/28/2019,15:16,Credit card,4.9,Naypyitaw
755-12-3214,Member,Female,Fashion accessories,44.22,5,11.055,232.155,3/5/2019,17:07,Credit card,8.6,Naypyitaw
142-72-4741,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,6.0,Naypyitaw
662-47-5456,Member,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,19:06,Credit card,8.4,Naypyitaw
883-17-4236,Normal,Female,Sports and travel,14.39,2,1.439,30.219,3/2/2019,19:44,Credit card,7.2,Naypyitaw
380-94-4661,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2/7/2019,13:05,Credit card,6.9,Naypyitaw
821-07-3596,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,14:53,Ewallet,5.6,Naypyitaw
808-65-0703,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,17:22,Credit card,6.9,Naypyitaw
687-15-1097,Member,Female,Health and beauty,21.12,2,2.112,44.352000000000004,1/3/2019,19:17,Cash,9.7,Naypyitaw
526-86-8552,Member,Female,Home and lifestyle,21.82,10,10.91,229.10999999999999,1/7/2019,17:36,Cash,7.1,Naypyitaw
376-56-3573,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2/2/2019,13:23,Ewallet,6.4,Naypyitaw
537-72-0426,Member,Male,Fashion accessories,70.99,10,35.495,745.395,3/20/2019,16:28,Cash,5.7,Naypyitaw
523-38-0215,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,3/6/2019,13:29,Credit card,7.9,Naypyitaw
593-95-4461,Member,Male,Home and lifestyle,74.86,1,3.7430000000000003,78.603,3/24/2019,14:49,Cash,6.9,Naypyitaw
226-71-3580,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,1/31/2019,12:02,Cash,9.5,Naypyitaw
558-80-4082,Normal,Male,Electronic accessories,27.85,7,9.747500000000002,204.69750000000002,3/14/2019,17:20,Ewallet,6.0,Naypyitaw
211-05-0490,Member,Female,Electronic accessories,51.92,5,12.980000000000002,272.58000000000004,3/3/2019,13:42,Cash,7.5,Naypyitaw
727-75-6477,Normal,Male,Electronic accessories,28.84,4,5.768000000000001,121.128,3/29/2019,14:44,Cash,6.4,Naypyitaw
779-06-0012,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/2019,10:21,Cash,7.7,Naypyitaw
446-47-6729,Normal,Male,Fashion accessories,99.82,2,9.982,209.62199999999999,1/2/2019,18:09,Credit card,6.7,Naypyitaw
735-06-4124,Normal,Male,Food and beverages,48.61,1,2.4305000000000003,51.0405,2/25/2019,15:31,Cash,4.4,Naypyitaw
181-94-6432,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2/5/2019,19:05,Ewallet,9.7,Naypyitaw
227-07-4446,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2/10/2019,20:51,Cash,4.4,Naypyitaw
174-36-3675,Member,Male,Food and beverages,99.37,2,9.937000000000001,208.67700000000002,2/14/2019,17:29,Cash,5.2,Naypyitaw
428-83-5800,Member,Female,Food and beverages,21.08,3,3.162,66.402,2/9/2019,10:25,Cash,7.3,Naypyitaw
603-07-0961,Member,Male,Electronic accessories,74.79,5,18.6975,392.64750000000004,1/10/2019,11:34,Cash,4.9,Naypyitaw
704-20-4138,Member,Female,Health and beauty,29.67,7,10.384500000000001,218.0745,3/11/2019,18:58,Credit card,8.1,Naypyitaw
787-15-1757,Member,Male,Health and beauty,44.07,4,8.814,185.094,2/18/2019,16:28,Ewallet,8.4,Naypyitaw
